,features/alcohol,features/chlorides,features/citric acid,features/density,features/fixed acidity,features/free sulfur dioxide,features/pH,features/residual sugar,features/sulphates,features/total sulfur dioxide,features/volatile acidity,quality,type
958,9.3,0.467,0.68,0.9973,7.8,18.0,3.08,1.7,1.309999942779541,69.0,0.41,5,red
959,10.7,0.082,0.34,0.9987,9.4,5.0,3.29,3.6,0.5199999809265137,14.0,0.5,6,red
960,9.4,0.068,0.04,0.9955,6.6,6.0,3.39,2.1,0.6399999856948853,14.0,0.5,6,red
961,12.1,0.064,0.33,0.9952,7.3,21.0,3.35,2.5,0.7699999809265137,37.0,0.34,7,red
962,11.5,0.079,0.0,0.9948,6.1,6.0,3.59,2.2,0.5400000214576721,9.0,0.56,6,red
963,9.2,0.097,0.08,0.9959,7.0,22.0,3.34,1.8,0.5400000214576721,89.0,0.69,6,red
964,9.8,0.102,0.07,1.00015,9.9,32.0,3.31,3.4,0.7099999785423279,71.0,0.59,5,red
965,9.4,0.083,0.29,0.99642,7.8,21.0,3.16,4.3,0.5299999713897705,64.0,0.82,5,red
966,11.2,0.089,0.07,0.99684,7.2,10.0,3.37,5.5,0.6800000071525574,18.0,0.48,7,red
967,10.5,0.085,0.54,1.0,12.2,19.0,3.1,2.6,0.6100000143051147,64.0,0.48,6,red
968,11.7,0.08,0.56,0.9964,9.4,6.0,3.15,2.8,0.9200000166893005,17.0,0.3,8,red
969,12.8,0.067,0.32,0.99473,8.2,4.0,3.3,2.8,0.7599999904632568,12.0,0.33,7,red
970,11.6,0.077,0.15,0.99314,6.3,26.0,3.32,1.8,0.8199999928474426,35.0,0.55,6,red
971,10.0,0.085,0.68,1.0014,13.7,17.0,3.06,2.9,0.800000011920929,43.0,0.415,6,red
972,10.7,0.058,0.07,0.99525,7.8,22.0,3.51,1.9,0.4300000071525574,47.0,0.91,6,red
973,11.0,0.075,0.49,0.9977,10.4,6.0,3.18,1.8,1.059999942779541,20.0,0.24,6,red
974,12.9,0.044,0.0,0.99264,5.1,14.0,3.56,1.7,0.9399999976158142,86.0,0.585,7,red
975,9.7,0.082,0.43,0.99708,7.4,18.0,3.33,2.6,0.6800000071525574,82.0,0.37,6,red
976,11.5,0.07,0.49,0.9922,6.6,23.0,3.12,1.7,0.5,149.0,0.39,6,red
977,11.0,0.05,0.34,0.9951,7.5,4.0,3.4,2.3,0.6399999856948853,8.0,0.27,7,red
978,9.8,0.079,0.06,0.9967,7.6,5.0,3.39,2.5,0.5600000023841858,10.0,0.9,5,red
979,12.8,0.067,0.32,0.9928,6.8,4.0,3.36,1.8,0.550000011920929,8.0,0.36,7,red
980,9.4,0.072,0.15,0.9955,6.1,6.0,3.42,1.8,0.5699999928474426,19.0,0.38,5,red
981,9.5,0.083,0.41,0.9982,9.9,11.0,3.21,2.3,0.5,61.0,0.35,5,red
982,9.2,0.084,0.54,0.9987,11.5,5.0,2.98,2.1,0.699999988079071,15.0,0.315,6,red
983,10.5,0.071,0.42,0.9973,7.1,28.0,3.42,5.5,0.7099999785423279,128.0,0.43,5,red
984,11.2,0.12,0.16,0.99454,8.0,3.0,3.22,2.0,0.5799999833106995,7.0,0.58,6,red
985,10.1,0.077,0.11,0.9984,9.4,6.0,3.19,2.7,0.699999988079071,31.0,0.685,6,red
986,12.5,0.065,0.54,0.99531,10.1,7.0,3.17,2.3,0.5299999713897705,26.0,0.27,6,red
987,12.0,0.061,0.47,0.99585,10.0,6.0,3.23,2.0,0.5199999809265137,11.0,0.35,6,red
988,9.6,0.096,0.26,0.99738,9.3,5.0,3.25,2.0,0.41999998688697815,35.0,0.655,5,red
989,11.0,0.08,0.32,0.99624,8.2,24.0,3.27,2.5,0.8500000238418579,71.0,0.38,6,red
990,11.4,0.068,0.5,0.996,10.4,13.0,3.1,2.3,0.8700000047683716,19.0,0.43,6,red
991,10.7,0.064,0.0,0.995,6.0,40.0,3.54,2.1,0.9300000071525574,54.0,0.51,6,red
992,9.7,0.091,0.41,0.998,9.3,6.0,3.28,2.0,0.699999988079071,16.0,0.27,5,red
993,9.5,0.073,0.21,0.9964,7.9,46.0,3.27,1.9,0.5799999833106995,102.0,0.35,5,red
994,9.6,0.074,0.07,0.9973,7.2,5.0,3.32,1.4,0.8100000023841858,20.0,0.52,6,red
995,11.6,0.062,0.02,0.99374,6.6,37.0,3.35,2.0,0.7599999904632568,53.0,0.58,7,red
996,11.1,0.071,0.42,0.99566,10.2,7.0,3.14,2.0,0.7900000214576721,20.0,0.44,7,red
997,10.8,0.076,0.01,0.99522,6.9,14.0,3.34,2.4,0.5299999713897705,39.0,0.63,6,red
998,14.9,0.096,0.65,0.9976,15.9,22.0,2.98,7.5,0.8399999737739563,71.0,0.36,5,red
999,10.3,0.092,0.12,0.9967,7.5,29.0,3.37,3.0,0.699999988079071,53.0,0.4,6,red
1000,10.4,0.071,0.5,0.99791,12.0,6.0,3.07,1.4,0.6000000238418579,26.0,0.63,4,red
1001,9.2,0.082,0.45,0.9988,11.3,6.0,2.94,2.0,0.6600000262260437,15.0,0.34,6,red
1002,10.5,0.09,0.48,0.9986,11.1,5.0,3.17,3.1,0.5299999713897705,21.0,0.35,5,red
1003,9.5,0.074,0.21,0.9968,8.2,5.0,3.2,1.7,0.5199999809265137,13.0,0.73,5,red
1004,10.8,0.063,0.47,0.9981,9.8,9.0,3.24,2.5,0.6499999761581421,28.0,0.44,6,red
1005,10.0,0.078,0.49,0.9992,10.6,20.0,3.19,3.2,0.699999988079071,78.0,0.34,6,red
1006,11.6,0.086,0.42,0.99526,7.8,9.0,3.39,2.0,0.6600000262260437,21.0,0.39,6,red
1007,9.2,0.07,0.25,0.9963,7.0,3.0,3.25,2.0,0.6299999952316284,22.0,0.5,5,red
1008,9.5,0.076,0.04,0.99745,7.2,18.0,3.53,2.5,0.550000011920929,88.0,0.6,5,red
1009,9.5,0.073,0.02,0.9968,7.8,9.0,3.36,2.0,0.5699999928474426,18.0,0.58,7,red
1010,14.0,0.065,0.45,0.9947,8.8,7.0,3.32,2.6,0.7900000214576721,18.0,0.46,6,red
1011,10.9,0.137,0.0,0.99476,7.6,5.0,3.5,2.1,0.4000000059604645,9.0,1.58,3,red
1012,9.2,0.075,0.0,0.9968,6.6,12.0,3.49,2.1,0.6700000166893005,56.0,0.695,5,red
1013,10.9,0.052,0.0,0.99467,6.5,9.0,3.5,1.6,0.6299999952316284,17.0,0.9,6,red
1014,9.5,0.083,0.41,0.9982,9.9,11.0,3.21,2.3,0.5,61.0,0.35,5,red
1015,10.1,0.092,0.49,0.9971,7.6,25.0,3.31,2.7,0.6100000143051147,60.0,0.29,6,red
1016,10.1,0.08,0.03,0.99498,5.6,6.0,3.66,1.5,0.6200000047683716,13.0,0.62,4,red
1017,9.1,0.075,0.05,0.9974,7.7,15.0,3.26,2.7,0.6100000143051147,27.0,0.69,5,red
1018,11.2,0.086,0.1,0.9958,7.5,5.0,3.54,3.1,0.6000000238418579,12.0,1.115,4,red
1019,10.4,0.067,0.32,0.99628,7.5,7.0,3.24,2.7,0.4399999976158142,25.0,0.42,5,red
1020,9.0,0.08,0.38,0.9978,8.2,12.0,3.3,2.5,0.4699999988079071,57.0,0.34,6,red
1021,9.0,0.08,0.18,0.9972,8.1,13.0,3.3,1.9,0.5899999737739563,35.0,0.545,6,red
1022,10.5,0.086,0.14,0.99824,8.9,9.0,3.34,2.5,0.6399999856948853,30.0,0.75,5,red
1023,9.7,0.08,0.44,0.9988,10.1,22.0,3.32,2.3,0.6700000166893005,46.0,0.31,6,red
1024,9.5,0.36,0.24,0.9964,7.5,15.0,3.0,1.8,1.590000033378601,63.0,0.705,5,red
1025,9.5,0.075,0.07,0.99685,7.1,16.0,3.38,1.9,0.5199999809265137,51.0,0.68,5,red
1026,12.4,0.093,0.48,0.99408,8.3,6.0,3.26,2.1,0.6200000047683716,12.0,0.28,7,red
1027,9.7,0.09,0.07,0.9979,7.4,11.0,3.43,2.4,0.7599999904632568,37.0,0.63,6,red
1028,10.4,0.082,0.12,0.99865,9.6,30.0,3.3,2.9,0.6399999856948853,74.0,0.77,6,red
1029,10.9,0.06,0.06,0.99592,6.8,4.0,3.53,2.0,0.6399999856948853,11.0,0.91,4,red
1030,10.5,0.084,0.02,0.99538,7.5,13.0,3.36,1.7,0.5400000214576721,31.0,0.51,6,red
1031,13.6,0.048,0.11,0.99182,5.3,16.0,3.54,2.2,0.8799999952316284,89.0,0.47,7,red
1032,11.3,0.105,0.22,1.001,10.1,11.0,3.43,3.4,0.6399999856948853,86.0,0.935,4,red
1033,10.0,0.088,0.49,0.9982,9.8,15.0,3.42,2.7,0.8999999761581421,33.0,0.25,6,red
1034,9.8,0.178,0.12,0.996,7.8,6.0,3.28,1.8,0.8700000047683716,21.0,0.5,6,red
1035,11.8,0.061,0.35,0.99524,8.5,6.0,3.3,1.7,0.7400000095367432,15.0,0.28,7,red
1036,9.4,0.076,0.3,0.9976,8.6,30.0,3.3,3.0,0.5299999713897705,135.0,0.47,5,red
1037,11.7,0.049,0.2,0.9935,7.3,24.0,3.38,1.6,0.5699999928474426,64.0,0.44,6,red
1038,9.0,0.065,0.09,0.99685,8.2,7.0,3.32,2.3,0.550000011920929,37.0,1.0,6,red
1039,9.7,0.064,0.08,0.99552,6.7,18.0,3.33,2.1,0.6399999856948853,34.0,0.48,5,red
1040,10.9,0.079,0.06,0.99628,7.8,20.0,3.4,1.9,0.6899999976158142,35.0,0.7,5,red
1041,9.2,0.415,0.51,0.99623,8.7,12.0,3.0,1.7,1.1699999570846558,66.0,0.78,5,red
1042,10.2,0.111,0.26,0.99709,9.9,7.0,2.94,2.0,0.9800000190734863,60.0,0.54,5,red
1043,10.8,0.086,0.35,0.997,8.0,28.0,3.31,2.8,0.6200000047683716,52.0,0.62,5,red
1044,11.4,0.068,0.43,0.99478,9.8,5.0,3.19,1.65,0.46000000834465027,11.0,0.39,5,red
1045,10.9,0.116,0.36,0.99722,9.6,26.0,3.18,2.8,0.6800000071525574,55.0,0.5,5,red
1046,9.3,0.088,0.41,0.9988,11.3,6.0,3.09,2.3,0.800000011920929,16.0,0.37,5,red
1047,9.8,0.073,0.26,0.99612,7.5,24.0,3.3,1.9,0.5299999713897705,88.0,0.61,5,red
1048,11.6,0.104,0.5,0.99643,10.1,6.0,3.22,2.4,0.6499999761581421,13.0,0.38,7,red
1049,10.3,0.098,0.49,1.0004,11.9,12.0,3.16,2.7,0.6100000143051147,42.0,0.38,5,red
1050,9.3,0.073,0.11,0.9955,6.5,13.0,3.34,1.8,0.5199999809265137,38.0,0.52,5,red
1051,10.3,0.081,0.05,0.99564,7.2,16.0,3.38,2.3,0.6000000238418579,36.0,0.57,6,red
1052,9.7,0.061,0.05,0.99705,7.3,20.0,3.31,2.1,0.550000011920929,49.0,0.98,3,red
1053,11.0,0.076,0.33,0.99599,8.2,11.0,3.27,2.4,0.8100000023841858,47.0,0.35,6,red
1054,9.8,0.084,0.0,0.99656,8.1,10.0,3.25,2.2,0.5,31.0,0.87,5,red
1055,11.0,0.076,0.13,0.99574,6.3,29.0,3.42,2.3,0.75,40.0,0.51,6,red
1056,10.8,0.06,0.06,0.9962,6.8,11.0,3.41,6.0,0.5899999737739563,18.0,0.59,7,red
1057,9.5,0.079,0.31,0.99677,7.9,10.0,3.29,2.0,0.6899999976158142,79.0,0.57,6,red
1058,11.7,0.095,0.24,0.9946,6.2,19.0,3.57,2.2,0.5699999928474426,42.0,0.36,6,red
1059,9.9,0.083,0.26,0.99586,7.2,13.0,3.26,2.0,0.5199999809265137,100.0,0.56,5,red
1060,11.9,0.085,0.3,0.99346,7.0,6.0,3.33,2.0,0.46000000834465027,39.0,0.43,6,red
1061,10.1,0.094,0.34,0.99796,9.7,12.0,3.26,2.6,0.6600000262260437,88.0,0.66,5,red
1062,10.9,0.066,0.48,0.99724,10.4,6.0,3.33,1.9,0.8700000047683716,10.0,0.26,6,red
1063,9.7,0.094,0.02,0.9993,7.2,5.0,3.67,2.3,0.800000011920929,31.0,0.65,5,red
1064,10.1,0.088,0.32,0.9979,9.7,22.0,3.29,2.5,0.6200000047683716,91.0,0.69,5,red
1065,9.7,0.077,0.07,0.99748,7.2,16.0,3.51,2.6,0.5400000214576721,86.0,0.635,5,red
1066,9.4,0.077,0.04,0.9987,6.9,7.0,3.69,3.0,0.9100000262260437,27.0,0.54,6,red
1067,10.8,0.077,0.02,0.99557,7.5,11.0,3.36,2.6,0.6200000047683716,35.0,0.57,6,red
1068,10.2,0.132,0.3,0.99786,10.8,7.0,2.99,2.6,1.1799999475479126,60.0,0.89,5,red
1069,9.7,0.084,0.49,0.9987,9.0,21.0,3.35,2.6,0.5699999928474426,75.0,0.45,5,red
1070,9.6,0.079,0.11,0.9968,7.5,11.0,3.42,1.5,0.5799999833106995,39.0,0.52,5,red
1071,9.2,0.112,0.6,0.9973,8.4,12.0,3.2,2.1,0.5199999809265137,90.0,0.65,5,red
1072,10.2,0.088,0.0,0.99756,7.4,16.0,3.58,2.2,0.6700000166893005,32.0,0.965,5,red
1073,10.1,0.071,0.58,0.99935,10.9,17.0,3.22,4.0,0.7799999713897705,65.0,0.37,5,red
1074,9.4,0.084,0.11,0.9968,8.5,9.0,3.17,2.3,0.5299999713897705,67.0,0.49,5,red
1075,10.6,0.066,0.05,0.99496,6.0,9.0,3.52,1.9,0.7799999713897705,17.0,0.64,5,red
1076,9.5,0.093,0.34,0.9998,8.9,16.0,3.38,3.0,0.6100000143051147,112.0,0.565,5,red
1077,9.4,0.081,0.36,0.997,8.6,30.0,3.2,3.0,0.5600000023841858,119.0,0.38,5,red
1078,10.6,0.077,0.24,0.9948,6.7,18.0,3.39,1.7,0.6000000238418579,34.0,0.46,6,red
1079,9.4,0.081,0.55,1.0006,13.2,5.0,2.98,2.7,0.5400000214576721,16.0,0.38,5,red
1080,9.2,0.072,0.02,0.9965,7.6,9.0,3.17,1.3,1.0800000429153442,20.0,0.68,4,red
1081,10.0,0.092,0.24,0.998,9.4,14.0,3.19,2.8,0.7300000190734863,45.0,0.43,6,red
1082,10.0,0.085,0.68,1.0014,13.7,17.0,3.06,2.9,0.800000011920929,43.0,0.415,6,red
1083,12.7,0.052,0.0,0.99318,7.1,6.0,3.35,2.4,0.6600000262260437,11.0,0.66,7,red
1084,9.4,0.61,1.0,0.9996,9.2,32.0,2.74,3.4,2.0,69.0,0.52,4,red
1085,9.1,0.05,0.34,0.99554,8.9,4.0,3.12,1.4,0.47999998927116394,10.0,0.84,6,red
1086,11.2,0.065,0.36,0.99419,7.9,5.0,3.27,1.9,0.5400000214576721,10.0,0.34,7,red
1087,11.2,0.066,0.3,0.9964,8.7,10.0,3.33,2.8,0.6700000166893005,28.0,0.48,7,red
1088,9.1,0.104,0.25,0.99784,7.6,28.0,3.15,3.9,0.5699999928474426,90.0,0.42,5,red
1089,10.0,0.094,0.19,0.99787,8.8,30.0,3.22,4.0,0.5,69.0,0.61,6,red
1090,9.5,0.09,0.42,0.999,10.3,35.0,3.28,2.8,0.699999988079071,73.0,0.59,6,red
1091,9.5,0.091,0.63,1.0004,12.3,6.0,3.16,2.3,0.49000000953674316,18.0,0.39,5,red
1092,9.6,0.07,0.57,0.9971,10.2,4.0,3.04,3.4,0.6299999952316284,10.0,0.42,5,red
1093,10.8,0.075,0.46,0.9976,10.4,6.0,3.25,1.8,1.0199999809265137,21.0,0.24,7,red
1094,10.9,0.073,0.4,0.99556,9.7,14.0,3.14,1.5,0.5099999904632568,21.0,0.295,6,red
1095,9.8,0.06,0.01,0.9952,6.6,17.0,3.4,1.5,0.5799999833106995,26.0,0.5,6,red
1096,11.6,0.077,0.49,0.9963,10.0,11.0,3.23,2.7,0.6299999952316284,19.0,0.44,7,red
1097,9.5,0.066,0.02,0.9972,7.0,8.0,3.47,2.1,0.6700000166893005,25.0,0.65,6,red
1098,12.8,0.068,0.33,0.99414,7.2,34.0,3.27,2.5,0.7799999713897705,102.0,0.66,6,red
1099,11.3,0.056,0.31,0.99472,7.2,15.0,3.23,2.0,0.7599999904632568,29.0,0.38,8,red
1100,9.5,0.089,0.15,0.9968,8.3,10.0,3.23,1.8,0.7699999809265137,52.0,0.715,5,red
1101,10.0,0.077,0.28,0.9978,8.3,11.0,3.39,1.9,0.6100000143051147,40.0,0.54,6,red
1102,9.7,0.075,0.13,0.9959,7.0,15.0,3.36,2.2,0.5899999737739563,35.0,0.55,6,red
1103,9.5,0.073,0.46,1.0001,10.8,5.0,3.05,2.5,0.6399999856948853,27.0,0.5,5,red
1104,10.9,0.062,0.34,0.9974,8.2,8.0,3.22,5.1,0.9399999976158142,22.0,0.24,6,red
1105,11.3,0.103,0.54,0.99939,12.6,19.0,3.21,2.8,0.7599999904632568,41.0,0.41,6,red
1106,9.4,0.064,0.22,0.9963,8.7,9.0,3.1,2.3,0.550000011920929,42.0,0.765,5,red
1107,12.1,0.101,0.53,0.99586,8.9,3.0,3.21,4.0,0.5899999737739563,10.0,0.48,7,red
1108,11.3,0.123,0.0,0.99538,6.8,15.0,3.44,2.7,0.6299999952316284,33.0,0.64,6,red
1109,9.0,0.071,0.52,1.0006,13.2,12.0,3.1,2.2,0.5600000023841858,35.0,0.46,6,red
1110,11.2,0.072,0.0,0.99491,6.8,32.0,3.43,2.5,0.5600000023841858,64.0,0.57,6,red
1111,9.9,0.063,0.65,0.9997,12.7,6.0,3.03,2.3,0.5699999928474426,25.0,0.6,5,red
1112,10.5,0.059,0.49,0.9976,10.2,5.0,3.05,2.6,0.7400000095367432,13.0,0.29,7,red
1113,9.3,0.11,0.27,0.99664,7.7,34.0,3.24,3.8,0.44999998807907104,89.0,0.75,5,red
1114,9.4,0.039,0.04,0.9962,7.7,4.0,3.4,1.6,0.4699999988079071,9.0,0.66,5,red
1115,10.4,0.077,0.2,0.9956,7.1,28.0,3.37,1.9,0.6399999856948853,54.0,0.46,6,red
1116,9.2,0.069,0.39,1.0026,10.6,6.0,3.12,15.5,0.6600000262260437,23.0,0.28,5,red
1117,9.8,0.075,0.56,0.998,11.2,17.0,3.16,1.9,0.5799999833106995,60.0,0.28,6,red
1118,11.1,0.071,0.08,0.99376,5.9,16.0,3.56,2.1,0.7699999809265137,24.0,0.61,6,red
1119,11.5,0.05,0.24,0.9934,5.0,32.0,3.74,1.6,0.6200000047683716,96.0,1.04,5,red
1120,9.5,0.235,0.33,0.99787,6.9,66.0,3.22,6.7,0.5600000023841858,115.0,0.63,5,red
1121,11.3,0.123,0.0,0.99538,6.8,15.0,3.44,2.7,0.6299999952316284,33.0,0.64,6,red
1122,10.5,0.065,0.3,0.99774,9.1,8.0,3.32,1.9,0.7099999785423279,17.0,0.5,6,red
1123,9.5,0.067,0.14,0.9969,8.8,10.0,3.19,2.4,0.5899999737739563,42.0,0.61,5,red
1124,11.1,0.081,0.33,0.9949,6.9,22.0,3.41,2.2,0.75,36.0,0.41,6,red
1125,9.6,0.074,0.09,0.99534,6.8,4.0,3.38,1.8,0.44999998807907104,25.0,0.83,5,red
1126,10.9,0.08,0.03,0.99578,7.6,27.0,3.44,2.0,0.6399999856948853,43.0,0.63,6,red
1127,10.6,0.091,0.09,0.9976,8.7,20.0,3.34,2.5,0.8600000143051147,49.0,0.52,7,red
1128,11.4,0.043,0.11,0.99354,6.9,6.0,3.3,2.4,0.6499999761581421,12.0,0.45,6,red
1129,11.8,0.056,0.36,0.99562,8.9,10.0,3.4,2.6,0.6899999976158142,39.0,0.31,5,red
1130,9.6,0.068,0.0,0.9969,7.0,7.0,3.48,2.5,0.5600000023841858,20.0,0.805,5,red
1131,10.4,0.061,0.04,0.99588,6.4,11.0,3.53,2.2,0.6499999761581421,17.0,0.79,6,red
1132,9.4,0.082,0.12,0.997,7.8,7.0,3.37,2.0,0.5,28.0,0.56,6,red
1133,12.5,0.122,0.64,0.998,10.2,10.0,3.23,2.9,0.6600000262260437,41.0,0.36,6,red
1134,9.5,0.089,0.1,0.99803,8.3,17.0,3.29,2.9,0.550000011920929,40.0,0.65,5,red
1135,11.2,0.055,0.27,0.99516,8.6,14.0,3.18,2.3,0.800000011920929,28.0,0.47,5,red
1136,9.4,0.152,0.6,0.9986,10.6,7.0,3.04,2.2,1.059999942779541,18.0,0.36,5,red
1137,12.8,0.087,0.0,0.99378,5.6,3.0,3.71,2.2,0.6299999952316284,11.0,0.66,7,red
1138,9.4,0.093,0.0,0.9994,9.1,11.0,3.36,2.6,0.8600000143051147,28.0,0.785,6,red
1139,9.5,0.057,0.0,0.99448,6.0,15.0,3.36,1.4,0.44999998807907104,26.0,0.5,5,red
1140,11.2,0.063,0.43,0.9955,8.4,12.0,3.17,2.3,0.8100000023841858,19.0,0.37,7,red
1141,11.0,0.062,0.02,0.99627,6.6,15.0,3.54,2.4,0.6000000238418579,23.0,0.855,6,red
1142,10.4,0.076,0.25,0.9953,6.8,29.0,3.34,2.0,0.6000000238418579,61.0,0.48,5,red
1143,11.9,0.075,0.45,0.99552,8.9,10.0,3.41,1.8,0.7599999904632568,21.0,0.12,7,red
1144,12.5,0.041,0.0,0.99258,5.4,16.0,4.01,1.2,0.5899999737739563,46.0,0.74,6,red
1145,9.6,0.106,0.39,0.9986,10.7,8.0,2.89,2.2,0.5,32.0,0.43,5,red
1146,10.4,0.077,0.17,0.9976,9.0,5.0,3.29,3.0,0.550000011920929,13.0,0.66,5,red
1147,10.4,0.078,0.14,0.99636,7.0,10.0,3.53,1.8,0.6100000143051147,23.0,0.5,5,red
1148,10.9,0.072,0.55,1.00012,12.9,7.0,3.09,2.8,0.6800000071525574,24.0,0.5,6,red
1149,9.7,0.078,0.06,0.99746,7.2,17.0,3.51,2.5,0.5299999713897705,84.0,0.62,5,red
1150,9.5,0.071,0.44,0.9992,9.5,21.0,3.46,2.3,0.6299999952316284,68.0,0.59,5,red
1151,9.2,0.079,0.4,0.998,8.8,19.0,3.44,2.2,0.6399999856948853,52.0,0.4,5,red
1152,9.5,0.084,0.55,1.0,11.2,6.0,3.17,2.3,0.7099999785423279,13.0,0.67,6,red
1153,12.9,0.068,0.38,0.99356,7.2,23.0,3.34,2.8,0.7200000286102295,42.0,0.38,7,red
1154,10.2,0.063,0.08,0.99608,7.1,42.0,3.42,2.1,0.6000000238418579,52.0,0.69,6,red
1155,10.1,0.084,0.31,0.99824,6.8,26.0,3.38,8.8,0.6399999856948853,45.0,0.41,6,red
1156,9.3,0.086,0.41,0.9998,8.9,30.0,3.27,7.9,0.5699999928474426,109.0,0.595,5,red
1157,9.4,0.097,0.13,0.99785,7.6,24.0,3.39,2.5,0.6100000143051147,66.0,0.54,5,red
1158,11.0,0.07,0.53,0.9972,10.7,5.0,3.15,2.6,0.6499999761581421,16.0,0.35,8,red
1159,10.5,0.084,0.02,0.99538,7.5,13.0,3.36,1.7,0.5400000214576721,31.0,0.51,6,red
1160,9.8,0.073,0.26,0.99612,7.5,24.0,3.3,1.9,0.5299999713897705,88.0,0.61,5,red
1161,11.1,0.095,0.49,1.00315,15.5,10.0,2.92,4.2,0.7400000095367432,23.0,0.645,5,red
1162,10.0,0.071,0.58,0.998,11.9,5.0,3.09,1.9,0.6299999952316284,18.0,0.58,6,red
1163,9.5,0.08,0.33,0.99655,7.8,24.0,3.3,2.4,0.6000000238418579,144.0,0.53,5,red
1164,10.7,0.076,0.0,0.99612,7.6,33.0,3.31,1.7,0.6200000047683716,45.0,0.78,6,red
1165,9.5,0.112,0.1,0.9963,7.7,11.0,3.26,2.1,0.5,22.0,0.965,5,red
1166,9.5,0.073,0.49,0.9978,12.4,19.0,3.02,4.6,0.6100000143051147,43.0,0.42,5,red
1167,10.2,0.074,0.3,0.9968,7.3,15.0,3.46,2.4,0.5899999737739563,55.0,0.58,5,red
1168,11.0,0.064,0.49,0.9988,9.5,5.0,3.21,6.3,0.7300000190734863,17.0,0.46,6,red
1169,9.3,0.122,0.52,0.9969,8.1,37.0,3.21,2.0,0.6899999976158142,153.0,0.785,5,red
1170,10.2,0.083,0.12,0.9966,7.0,13.0,3.52,2.2,0.6200000047683716,28.0,0.6,7,red
1171,9.4,0.069,0.04,0.9956,6.6,8.0,3.4,2.2,0.6299999952316284,15.0,0.52,6,red
1172,10.0,0.072,0.66,0.9992,11.9,6.0,3.05,2.5,0.5600000023841858,37.0,0.58,5,red
1173,10.7,0.076,0.14,0.99624,7.1,15.0,3.36,2.8,0.49000000953674316,37.0,0.46,5,red
1174,9.6,0.076,0.04,0.99508,7.5,8.0,3.26,1.5,0.5299999713897705,15.0,0.725,5,red
1175,11.7,0.095,0.24,0.9946,6.2,19.0,3.57,2.2,0.5699999928474426,42.0,0.36,6,red
1176,10.5,0.068,0.1,0.99562,7.3,4.0,3.3,2.6,0.4699999988079071,14.0,0.49,5,red
1177,12.5,0.08,0.0,0.99444,5.2,15.0,3.78,2.15,0.6100000143051147,28.0,0.645,6,red
1178,10.6,0.058,0.38,0.99676,9.9,31.0,3.26,1.5,0.8199999928474426,47.0,0.35,7,red
1179,9.3,0.112,0.34,1.00289,10.7,23.0,3.22,6.6,0.6800000071525574,99.0,0.9,5,red
1180,9.4,0.08,0.42,0.9974,8.3,11.0,3.21,2.0,0.800000011920929,27.0,0.26,6,red
1181,11.7,0.012,0.28,0.99064,6.7,36.0,3.26,2.4,0.38999998569488525,100.0,0.28,7,red
1182,10.8,0.081,0.63,0.99588,8.0,16.0,3.3,1.6,0.7799999713897705,29.0,0.3,6,red
1183,10.5,0.071,0.42,0.9973,7.1,28.0,3.42,5.5,0.7099999785423279,128.0,0.43,5,red
1184,10.3,0.077,0.08,0.99528,6.1,24.0,3.6,1.9,0.6800000071525574,45.0,0.53,6,red
1185,9.2,0.088,0.35,0.9961,7.0,16.0,3.34,1.6,0.550000011920929,39.0,0.42,5,red
1186,9.8,0.079,0.32,0.99656,8.0,16.0,3.27,2.1,0.5,74.0,0.77,6,red
1187,9.8,0.098,0.0,0.9968,7.8,25.0,3.2,2.6,0.6800000071525574,67.0,0.88,5,red
1188,12.8,0.087,0.0,0.99378,5.6,3.0,3.71,2.2,0.6299999952316284,11.0,0.66,7,red
1189,10.4,0.088,0.31,0.9957,8.9,12.0,3.17,2.0,0.550000011920929,19.0,0.32,6,red
1190,9.3,0.079,0.21,0.997,6.7,8.0,3.52,1.9,0.5799999833106995,62.0,0.62,6,red
1191,9.2,0.414,0.59,0.99702,8.5,16.0,3.03,1.4,1.340000033378601,45.0,0.46,5,red
1192,9.8,0.102,0.1,0.99565,7.7,28.0,3.08,1.8,0.49000000953674316,109.0,0.58,6,red
1193,10.9,0.052,0.26,0.9951,7.7,19.0,3.15,2.0,0.7900000214576721,77.0,0.26,6,red
1194,11.8,0.066,0.32,0.99456,8.5,26.0,3.38,1.8,0.7200000286102295,51.0,0.37,6,red
1195,10.5,0.062,0.34,0.99667,9.2,5.0,3.2,1.6,0.6700000166893005,12.0,0.36,6,red
1196,9.2,0.087,0.21,0.9955,7.6,21.0,3.12,2.3,0.4399999976158142,68.0,0.79,5,red
1197,9.4,0.083,0.0,0.99768,7.1,18.0,3.44,2.3,0.5400000214576721,27.0,0.67,5,red
1198,11.5,0.062,0.3,0.99495,7.5,6.0,3.44,2.2,0.7200000286102295,12.0,0.43,7,red
1199,9.5,0.08,0.21,0.9961,7.3,7.0,3.33,2.0,0.4699999988079071,35.0,0.38,5,red
1200,9.3,0.115,0.49,0.9968,7.7,20.0,3.21,1.8,0.7099999785423279,112.0,0.69,5,red
1201,9.7,0.114,0.0,0.99636,7.0,3.0,3.35,1.9,0.6000000238418579,10.0,0.69,6,red
1202,10.1,0.089,0.07,0.9958,6.7,17.0,3.35,2.4,0.5400000214576721,82.0,0.675,5,red
1203,10.1,0.079,0.24,0.9991,10.0,19.0,3.18,2.2,0.5600000023841858,58.0,0.56,6,red
